strategy,scenario,municipalities,capacity_margin
Hybrid,Scenario 1 (30 Mbps),Montferland,51176.20324
Small Cells,Scenario 1 (30 Mbps),Montferland,50517.30331
Spectrum Integration,Scenario 1 (30 Mbps),Montferland,-2896.68867
Hybrid,Scenario 2 (100 Mbps),Montferland,105369.2974
Small Cells,Scenario 2 (100 Mbps),Montferland,104215.1551
Spectrum Integration,Scenario 2 (100 Mbps),Montferland,-17935.99479
Hybrid,Scenario 3 (300 Mbps),Montferland,79045.56495
Small Cells,Scenario 3 (300 Mbps),Montferland,78380.97258
Spectrum Integration,Scenario 3 (300 Mbps),Montferland,-62320.41879
Hybrid,Scenario 1 (30 Mbps),Montfoort,44587.94906
Small Cells,Scenario 1 (30 Mbps),Montfoort,44201.85932
Spectrum Integration,Scenario 1 (30 Mbps),Montfoort,-1487.406957
Hybrid,Scenario 2 (100 Mbps),Montfoort,37795.10427
Small Cells,Scenario 2 (100 Mbps),Montfoort,37409.01452
Spectrum Integration,Scenario 2 (100 Mbps),Montfoort,-8280.251757
Hybrid,Scenario 3 (300 Mbps),Montfoort,18386.97627
Small Cells,Scenario 3 (300 Mbps),Montfoort,18000.88653
Spectrum Integration,Scenario 3 (300 Mbps),Montfoort,-27688.37976
Hybrid,Scenario 1 (30 Mbps),Mook en Middelaar,7739.076865
Small Cells,Scenario 1 (30 Mbps),Mook en Middelaar,7662.798169
Spectrum Integration,Scenario 1 (30 Mbps),Mook en Middelaar,-258.459024
Hybrid,Scenario 2 (100 Mbps),Mook en Middelaar,16587.76864
Small Cells,Scenario 2 (100 Mbps),Mook en Middelaar,16436.34973
Spectrum Integration,Scenario 2 (100 Mbps),Mook en Middelaar,-1913.993496
Hybrid,Scenario 3 (300 Mbps),Mook en Middelaar,11642.98384
Small Cells,Scenario 3 (300 Mbps),Mook en Middelaar,11491.56493
Spectrum Integration,Scenario 3 (300 Mbps),Mook en Middelaar,-6858.778296
Hybrid,Scenario 1 (30 Mbps),Neder-Betuwe,57178.89374
Small Cells,Scenario 1 (30 Mbps),Neder-Betuwe,56705.14042
Spectrum Integration,Scenario 1 (30 Mbps),Neder-Betuwe,-1668.646461
Hybrid,Scenario 2 (100 Mbps),Neder-Betuwe,70688.59713
Small Cells,Scenario 2 (100 Mbps),Neder-Betuwe,70055.17087
Spectrum Integration,Scenario 2 (100 Mbps),Neder-Betuwe,-10480.42384
Hybrid,Scenario 3 (300 Mbps),Neder-Betuwe,45055.88193
Small Cells,Scenario 3 (300 Mbps),Neder-Betuwe,44422.45567
Spectrum Integration,Scenario 3 (300 Mbps),Neder-Betuwe,-36113.13904
Hybrid,Scenario 1 (30 Mbps),Nederweert,52142.72945
Small Cells,Scenario 1 (30 Mbps),Nederweert,51825.23361
Spectrum Integration,Scenario 1 (30 Mbps),Nederweert,-617.134179
Hybrid,Scenario 2 (100 Mbps),Nederweert,112065.4695
Small Cells,Scenario 2 (100 Mbps),Nederweert,111271.5164
Spectrum Integration,Scenario 2 (100 Mbps),Nederweert,-7300.737831
Hybrid,Scenario 3 (300 Mbps),Nederweert,91608.15268
Small Cells,Scenario 3 (300 Mbps),Nederweert,90814.19961
Spectrum Integration,Scenario 3 (300 Mbps),Nederweert,-27758.05463
Hybrid,Scenario 1 (30 Mbps),Neerijnen,21562.07832
Small Cells,Scenario 1 (30 Mbps),Neerijnen,21433.28686
Spectrum Integration,Scenario 1 (30 Mbps),Neerijnen,-43.205205
Hybrid,Scenario 2 (100 Mbps),Neerijnen,83988.29088
Small Cells,Scenario 2 (100 Mbps),Neerijnen,83386.45767
Spectrum Integration,Scenario 2 (100 Mbps),Neerijnen,-3745.871481
Hybrid,Scenario 3 (300 Mbps),Neerijnen,72057.69649
Small Cells,Scenario 3 (300 Mbps),Neerijnen,71455.86327
Spectrum Integration,Scenario 3 (300 Mbps),Neerijnen,-15676.46588
Hybrid,Scenario 1 (30 Mbps),Nieuwegein,17964.53238
Small Cells,Scenario 1 (30 Mbps),Nieuwegein,16482.99496
Spectrum Integration,Scenario 1 (30 Mbps),Nieuwegein,-4834.413216
Hybrid,Scenario 2 (100 Mbps),Nieuwegein,10994.84643
Small Cells,Scenario 2 (100 Mbps),Nieuwegein,10834.60425
Spectrum Integration,Scenario 2 (100 Mbps),Nieuwegein,-29140.40456
Hybrid,Scenario 3 (300 Mbps),Nieuwegein,7721.843151
Small Cells,Scenario 3 (300 Mbps),Nieuwegein,7659.510933
Spectrum Integration,Scenario 3 (300 Mbps),Nieuwegein,-98764.18616
Hybrid,Scenario 1 (30 Mbps),Nieuwkoop,80171.35475
Small Cells,Scenario 1 (30 Mbps),Nieuwkoop,79474.6001
Spectrum Integration,Scenario 1 (30 Mbps),Nieuwkoop,-2549.426904
Hybrid,Scenario 2 (100 Mbps),Nieuwkoop,94531.35291
Small Cells,Scenario 2 (100 Mbps),Nieuwkoop,93639.06294
Spectrum Integration,Scenario 2 (100 Mbps),Nieuwkoop,-15524.29023
Hybrid,Scenario 3 (300 Mbps),Nieuwkoop,56901.64251
Small Cells,Scenario 3 (300 Mbps),Nieuwkoop,56009.35254
Spectrum Integration,Scenario 3 (300 Mbps),Nieuwkoop,-53154.00063
Hybrid,Scenario 1 (30 Mbps),Nijkerk,79494.93267
Small Cells,Scenario 1 (30 Mbps),Nijkerk,78590.62522
Spectrum Integration,Scenario 1 (30 Mbps),Nijkerk,-3583.947615
Hybrid,Scenario 2 (100 Mbps),Nijkerk,63903.28253
Small Cells,Scenario 2 (100 Mbps),Nijkerk,63158.28444
Spectrum Integration,Scenario 2 (100 Mbps),Nijkerk,-19721.75546
Hybrid,Scenario 3 (300 Mbps),Nijkerk,31048.20217
Small Cells,Scenario 3 (300 Mbps),Nijkerk,30471.70031
Spectrum Integration,Scenario 3 (300 Mbps),Nijkerk,-65829.77786
Hybrid,Scenario 1 (30 Mbps),Nijmegen,52038.32325
Small Cells,Scenario 1 (30 Mbps),Nijmegen,48176.96231
Spectrum Integration,Scenario 1 (30 Mbps),Nijmegen,-17074.71078
Hybrid,Scenario 2 (100 Mbps),Nijmegen,11777.92296
Small Cells,Scenario 2 (100 Mbps),Nijmegen,11308.86591
Spectrum Integration,Scenario 2 (100 Mbps),Nijmegen,-96828.40662
Hybrid,Scenario 3 (300 Mbps),Nijmegen,8.80E-12
Small Cells,Scenario 3 (300 Mbps),Nijmegen,0
Spectrum Integration,Scenario 3 (300 Mbps),Nijmegen,-324696.109
Hybrid,Scenario 1 (30 Mbps),Nissewaard,63701.67638
Small Cells,Scenario 1 (30 Mbps),Nissewaard,61949.13632
Spectrum Integration,Scenario 1 (30 Mbps),Nissewaard,-7082.484552
Hybrid,Scenario 2 (100 Mbps),Nissewaard,76451.03924
Small Cells,Scenario 2 (100 Mbps),Nissewaard,75743.46895
Spectrum Integration,Scenario 2 (100 Mbps),Nissewaard,-42585.1256
Hybrid,Scenario 3 (300 Mbps),Nissewaard,55934.52055
Small Cells,Scenario 3 (300 Mbps),Nissewaard,55404.55438
Spectrum Integration,Scenario 3 (300 Mbps),Nissewaard,-144748.2488
Hybrid,Scenario 1 (30 Mbps),Noord-Beveland,556.73856
Small Cells,Scenario 1 (30 Mbps),Noord-Beveland,556.73856
Spectrum Integration,Scenario 1 (30 Mbps),Noord-Beveland,556.73856
Hybrid,Scenario 2 (100 Mbps),Noord-Beveland,104774.9009
Small Cells,Scenario 2 (100 Mbps),Noord-Beveland,104009.8369
Spectrum Integration,Scenario 2 (100 Mbps),Noord-Beveland,-2177.220864
Hybrid,Scenario 3 (300 Mbps),Noord-Beveland,94777.69128
Small Cells,Scenario 3 (300 Mbps),Noord-Beveland,94012.62734
Spectrum Integration,Scenario 3 (300 Mbps),Noord-Beveland,-12174.43046
Hybrid,Scenario 1 (30 Mbps),Noordenveld,-2449.26108
Small Cells,Scenario 1 (30 Mbps),Noordenveld,-3228.15348
Spectrum Integration,Scenario 1 (30 Mbps),Noordenveld,-2449.26108
Hybrid,Scenario 2 (100 Mbps),Noordenveld,-14985.77598
Small Cells,Scenario 2 (100 Mbps),Noordenveld,-15764.66838
Spectrum Integration,Scenario 2 (100 Mbps),Noordenveld,-14985.77598
Hybrid,Scenario 3 (300 Mbps),Noordenveld,-50804.38998
Small Cells,Scenario 3 (300 Mbps),Noordenveld,-51583.28238
Spectrum Integration,Scenario 3 (300 Mbps),Noordenveld,-50804.38998
Hybrid,Scenario 1 (30 Mbps),"Noordenveld,Tynaarlo",-21.12726
Small Cells,Scenario 1 (30 Mbps),"Noordenveld,Tynaarlo",-54.17118
Spectrum Integration,Scenario 1 (30 Mbps),"Noordenveld,Tynaarlo",-21.12726
Hybrid,Scenario 2 (100 Mbps),"Noordenveld,Tynaarlo",-359.94168
Small Cells,Scenario 2 (100 Mbps),"Noordenveld,Tynaarlo",-392.9856
Spectrum Integration,Scenario 2 (100 Mbps),"Noordenveld,Tynaarlo",-359.94168
Hybrid,Scenario 3 (300 Mbps),"Noordenveld,Tynaarlo",-1327.98288
Small Cells,Scenario 3 (300 Mbps),"Noordenveld,Tynaarlo",-1361.0268
Spectrum Integration,Scenario 3 (300 Mbps),"Noordenveld,Tynaarlo",-1327.98288
Hybrid,Scenario 1 (30 Mbps),Noordoostpolder,-4968.1065
Small Cells,Scenario 1 (30 Mbps),Noordoostpolder,-6682.64166
Spectrum Integration,Scenario 1 (30 Mbps),Noordoostpolder,-4968.1065
Hybrid,Scenario 2 (100 Mbps),Noordoostpolder,-31580.57406
Small Cells,Scenario 2 (100 Mbps),Noordoostpolder,-33295.10922
Spectrum Integration,Scenario 2 (100 Mbps),Noordoostpolder,-31580.57406
Hybrid,Scenario 3 (300 Mbps),Noordoostpolder,-107616.1957
Small Cells,Scenario 3 (300 Mbps),Noordoostpolder,-109330.7308
Spectrum Integration,Scenario 3 (300 Mbps),Noordoostpolder,-107616.1957
Hybrid,Scenario 1 (30 Mbps),Noordwijk,14620.04189
Small Cells,Scenario 1 (30 Mbps),Noordwijk,14310.37315
Spectrum Integration,Scenario 1 (30 Mbps),Noordwijk,-1613.762304
Hybrid,Scenario 2 (100 Mbps),Noordwijk,31162.97079
Small Cells,Scenario 2 (100 Mbps),Noordwijk,30682.52886
Spectrum Integration,Scenario 2 (100 Mbps),Noordwijk,-8944.074864
Hybrid,Scenario 3 (300 Mbps),Noordwijk,21155.73466
Small Cells,Scenario 3 (300 Mbps),Noordwijk,20984.96146
Spectrum Integration,Scenario 3 (300 Mbps),Noordwijk,-30375.74846
Hybrid,Scenario 1 (30 Mbps),Noordwijkerhout,27370.09592
Small Cells,Scenario 1 (30 Mbps),Noordwijkerhout,26907.30055
Spectrum Integration,Scenario 1 (30 Mbps),Noordwijkerhout,-2471.455908
Hybrid,Scenario 2 (100 Mbps),Noordwijkerhout,17621.0996
Small Cells,Scenario 2 (100 Mbps),Noordwijkerhout,17158.30423
Spectrum Integration,Scenario 2 (100 Mbps),Noordwijkerhout,-12220.45223
Hybrid,Scenario 3 (300 Mbps),Noordwijkerhout,5055.409838
Small Cells,Scenario 3 (300 Mbps),Noordwijkerhout,5007.024098
Spectrum Integration,Scenario 3 (300 Mbps),Noordwijkerhout,-40074.72743
Hybrid,Scenario 1 (30 Mbps),"Nuenen, Gerwen en Nederwetten",6981.953868
Small Cells,Scenario 1 (30 Mbps),"Nuenen, Gerwen en Nederwetten",6416.40564
Spectrum Integration,Scenario 1 (30 Mbps),"Nuenen, Gerwen en Nederwetten",-1493.046852
Hybrid,Scenario 2 (100 Mbps),"Nuenen, Gerwen en Nederwetten",33443.77416
Small Cells,Scenario 2 (100 Mbps),"Nuenen, Gerwen en Nederwetten",33199.56849
Spectrum Integration,Scenario 2 (100 Mbps),"Nuenen, Gerwen en Nederwetten",-11108.82166
Hybrid,Scenario 3 (300 Mbps),"Nuenen, Gerwen en Nederwetten",30252.70056
Small Cells,Scenario 3 (300 Mbps),"Nuenen, Gerwen en Nederwetten",30008.49489
Spectrum Integration,Scenario 3 (300 Mbps),"Nuenen, Gerwen en Nederwetten",-39280.19446
Hybrid,Scenario 1 (30 Mbps),Nunspeet,41061.20884
Small Cells,Scenario 1 (30 Mbps),Nunspeet,40659.32258
Spectrum Integration,Scenario 1 (30 Mbps),Nunspeet,-1075.062336
Hybrid,Scenario 2 (100 Mbps),Nunspeet,141344.7683
Small Cells,Scenario 2 (100 Mbps),Nunspeet,140153.0559
Spectrum Integration,Scenario 2 (100 Mbps),Nunspeet,-11205.24469
Hybrid,Scenario 3 (300 Mbps),Nunspeet,110144.7443
Small Cells,Scenario 3 (300 Mbps),Nunspeet,108953.0319
Spectrum Integration,Scenario 3 (300 Mbps),Nunspeet,-42405.26869
Hybrid,Scenario 1 (30 Mbps),Nuth,38245.09746
Small Cells,Scenario 1 (30 Mbps),Nuth,37895.29702
Spectrum Integration,Scenario 1 (30 Mbps),Nuth,-1384.483362
Hybrid,Scenario 2 (100 Mbps),Nuth,32004.67027
Small Cells,Scenario 2 (100 Mbps),Nuth,31654.86983
Spectrum Integration,Scenario 2 (100 Mbps),Nuth,-7624.910562
Hybrid,Scenario 3 (300 Mbps),Nuth,14174.87827
Small Cells,Scenario 3 (300 Mbps),Nuth,13825.07783
Spectrum Integration,Scenario 3 (300 Mbps),Nuth,-25454.70256
Hybrid,Scenario 1 (30 Mbps),Oegstgeest,6229.238296
Small Cells,Scenario 1 (30 Mbps),Oegstgeest,5711.482876
Spectrum Integration,Scenario 1 (30 Mbps),Oegstgeest,-1529.56518
Hybrid,Scenario 2 (100 Mbps),Oegstgeest,0
Small Cells,Scenario 2 (100 Mbps),Oegstgeest,0
Spectrum Integration,Scenario 2 (100 Mbps),Oegstgeest,-9533.81598
Hybrid,Scenario 3 (300 Mbps),Oegstgeest,5.91E-12
Small Cells,Scenario 3 (300 Mbps),Oegstgeest,0
Spectrum Integration,Scenario 3 (300 Mbps),Oegstgeest,-32403.10398
Hybrid,Scenario 1 (30 Mbps),Oirschot,67031.489
Small Cells,Scenario 1 (30 Mbps),Oirschot,66618.64874
Spectrum Integration,Scenario 1 (30 Mbps),Oirschot,-1007.249157
Hybrid,Scenario 2 (100 Mbps),Oirschot,104460.5763
Small Cells,Scenario 2 (100 Mbps),Oirschot,103733.794
Spectrum Integration,Scenario 2 (100 Mbps),Oirschot,-8606.529915
Hybrid,Scenario 3 (300 Mbps),Oirschot,82180.44509
Small Cells,Scenario 3 (300 Mbps),Oirschot,81453.66282
Spectrum Integration,Scenario 3 (300 Mbps),Oirschot,-31238.49632
Hybrid,Scenario 1 (30 Mbps),Oisterwijk,33609.95729
Small Cells,Scenario 1 (30 Mbps),Oisterwijk,32994.39079
Spectrum Integration,Scenario 1 (30 Mbps),Oisterwijk,-1841.806275
Hybrid,Scenario 2 (100 Mbps),Oisterwijk,31824.33174
Small Cells,Scenario 2 (100 Mbps),Oisterwijk,31591.93788
Spectrum Integration,Scenario 2 (100 Mbps),Oisterwijk,-11667.19901
Hybrid,Scenario 3 (300 Mbps),Oisterwijk,23288.72868
Small Cells,Scenario 3 (300 Mbps),Oisterwijk,23074.55062
Spectrum Integration,Scenario 3 (300 Mbps),Oisterwijk,-39873.92861
Hybrid,Scenario 1 (30 Mbps),"Oisterwijk,Tilburg",34816.0217
Small Cells,Scenario 1 (30 Mbps),"Oisterwijk,Tilburg",34604.68987
Spectrum Integration,Scenario 1 (30 Mbps),"Oisterwijk,Tilburg",-635.741865
Hybrid,Scenario 2 (100 Mbps),"Oisterwijk,Tilburg",31514.1539
Small Cells,Scenario 2 (100 Mbps),"Oisterwijk,Tilburg",31302.82207
Spectrum Integration,Scenario 2 (100 Mbps),"Oisterwijk,Tilburg",-3937.609665
Hybrid,Scenario 3 (300 Mbps),"Oisterwijk,Tilburg",22080.24591
Small Cells,Scenario 3 (300 Mbps),"Oisterwijk,Tilburg",21868.91407
Spectrum Integration,Scenario 3 (300 Mbps),"Oisterwijk,Tilburg",-13371.51767
Hybrid,Scenario 1 (30 Mbps),Oldambt,-2935.34382
Small Cells,Scenario 1 (30 Mbps),Oldambt,-3906.8073
Spectrum Integration,Scenario 1 (30 Mbps),Oldambt,-2935.34382
Hybrid,Scenario 2 (100 Mbps),Oldambt,-18292.35906
Small Cells,Scenario 2 (100 Mbps),Oldambt,-19263.82254
Spectrum Integration,Scenario 2 (100 Mbps),Oldambt,-18292.35906
Hybrid,Scenario 3 (300 Mbps),Oldambt,-62169.54546
Small Cells,Scenario 3 (300 Mbps),Oldambt,-63141.00894
Spectrum Integration,Scenario 3 (300 Mbps),Oldambt,-62169.54546
Hybrid,Scenario 1 (30 Mbps),Oldebroek,68439.12916
Small Cells,Scenario 1 (30 Mbps),Oldebroek,67956.69487
Spectrum Integration,Scenario 1 (30 Mbps),Oldebroek,-1390.10211
Hybrid,Scenario 2 (100 Mbps),Oldebroek,108138.9826
Small Cells,Scenario 2 (100 Mbps),Oldebroek,107306.4633
Spectrum Integration,Scenario 2 (100 Mbps),Oldebroek,-10630.39365
Hybrid,Scenario 3 (300 Mbps),Oldebroek,80737.90663
Small Cells,Scenario 3 (300 Mbps),Oldebroek,79905.38728
Spectrum Integration,Scenario 3 (300 Mbps),Oldebroek,-38031.46965
Hybrid,Scenario 1 (30 Mbps),Oldenzaal,14503.68072
Small Cells,Scenario 1 (30 Mbps),Oldenzaal,13672.93718
Spectrum Integration,Scenario 1 (30 Mbps),Oldenzaal,-2804.419344
Hybrid,Scenario 2 (100 Mbps),Oldenzaal,12140.92161
Small Cells,Scenario 2 (100 Mbps),Oldenzaal,11938.83999
Spectrum Integration,Scenario 2 (100 Mbps),Oldenzaal,-16803.1407
Hybrid,Scenario 3 (300 Mbps),Oldenzaal,7827.621824
Small Cells,Scenario 3 (300 Mbps),Oldenzaal,7764.43574
Spectrum Integration,Scenario 3 (300 Mbps),Oldenzaal,-56980.0191
Hybrid,Scenario 1 (30 Mbps),Olst-Wijhe,735.06888
Small Cells,Scenario 1 (30 Mbps),Olst-Wijhe,735.06888
Spectrum Integration,Scenario 1 (30 Mbps),Olst-Wijhe,735.06888
Hybrid,Scenario 2 (100 Mbps),Olst-Wijhe,138335.6113
Small Cells,Scenario 2 (100 Mbps),Olst-Wijhe,137325.4878
Spectrum Integration,Scenario 2 (100 Mbps),Olst-Wijhe,-2874.611922
Hybrid,Scenario 3 (300 Mbps),Olst-Wijhe,125136.1705
Small Cells,Scenario 3 (300 Mbps),Olst-Wijhe,124126.047
Spectrum Integration,Scenario 3 (300 Mbps),Olst-Wijhe,-16074.05272
Hybrid,Scenario 1 (30 Mbps),Ommen,65828.8649
Small Cells,Scenario 1 (30 Mbps),Ommen,65433.95187
Spectrum Integration,Scenario 1 (30 Mbps),Ommen,-419.380155
Hybrid,Scenario 2 (100 Mbps),Ommen,203540.2556
Small Cells,Scenario 2 (100 Mbps),Ommen,202089.1104
Spectrum Integration,Scenario 2 (100 Mbps),Ommen,-10363.98783
Hybrid,Scenario 3 (300 Mbps),Ommen,172109.2845
Small Cells,Scenario 3 (300 Mbps),Ommen,170658.1392
Spectrum Integration,Scenario 3 (300 Mbps),Ommen,-41794.95903
Hybrid,Scenario 1 (30 Mbps),Onderbanken,24018.16171
Small Cells,Scenario 1 (30 Mbps),Onderbanken,23808.67992
Spectrum Integration,Scenario 1 (30 Mbps),Onderbanken,-810.009408
Hybrid,Scenario 2 (100 Mbps),Onderbanken,20325.58891
Small Cells,Scenario 2 (100 Mbps),Onderbanken,20116.10712
Spectrum Integration,Scenario 2 (100 Mbps),Onderbanken,-4502.582208
Hybrid,Scenario 3 (300 Mbps),Onderbanken,9775.380915
Small Cells,Scenario 3 (300 Mbps),Onderbanken,9565.899123
Spectrum Integration,Scenario 3 (300 Mbps),Onderbanken,-15052.79021
Hybrid,Scenario 1 (30 Mbps),Oost Gelre,26467.46413
Small Cells,Scenario 1 (30 Mbps),Oost Gelre,25872.06254
Spectrum Integration,Scenario 1 (30 Mbps),Oost Gelre,-2657.890452
Hybrid,Scenario 2 (100 Mbps),Oost Gelre,114349.3964
Small Cells,Scenario 2 (100 Mbps),Oost Gelre,113073.7206
Spectrum Integration,Scenario 2 (100 Mbps),Oost Gelre,-17860.78404
Hybrid,Scenario 3 (300 Mbps),Oost Gelre,91181.21638
Small Cells,Scenario 3 (300 Mbps),Oost Gelre,90445.18389
Spectrum Integration,Scenario 3 (300 Mbps),Oost Gelre,-63400.57284
Hybrid,Scenario 1 (30 Mbps),Oosterhout,42475.77838
Small Cells,Scenario 1 (30 Mbps),Oosterhout,41256.20556
Spectrum Integration,Scenario 1 (30 Mbps),Oosterhout,-4315.774881
Hybrid,Scenario 2 (100 Mbps),Oosterhout,64834.78653
Small Cells,Scenario 2 (100 Mbps),Oosterhout,64140.16654
Spectrum Integration,Scenario 2 (100 Mbps),Oosterhout,-26317.95845
Hybrid,Scenario 3 (300 Mbps),Oosterhout,47110.42838
Small Cells,Scenario 3 (300 Mbps),Oosterhout,46668.55273
Spectrum Integration,Scenario 3 (300 Mbps),Oosterhout,-89976.65525
Hybrid,Scenario 1 (30 Mbps),Ooststellingwerf,-1451.18532
Small Cells,Scenario 1 (30 Mbps),Ooststellingwerf,-2161.49076
Spectrum Integration,Scenario 1 (30 Mbps),Ooststellingwerf,-1451.18532
Hybrid,Scenario 2 (100 Mbps),Ooststellingwerf,-11060.69376
Small Cells,Scenario 2 (100 Mbps),Ooststellingwerf,-11770.9992
Spectrum Integration,Scenario 2 (100 Mbps),Ooststellingwerf,-11060.69376
Hybrid,Scenario 3 (300 Mbps),Ooststellingwerf,-38516.43216
Small Cells,Scenario 3 (300 Mbps),Ooststellingwerf,-39226.7376
Spectrum Integration,Scenario 3 (300 Mbps),Ooststellingwerf,-38516.43216
Hybrid,Scenario 1 (30 Mbps),Oostzaan,-860.23593
Small Cells,Scenario 1 (30 Mbps),Oostzaan,-1044.54603
Spectrum Integration,Scenario 1 (30 Mbps),Oostzaan,-860.23593
Hybrid,Scenario 2 (100 Mbps),Oostzaan,-4482.30375
Small Cells,Scenario 2 (100 Mbps),Oostzaan,-4666.61385
Spectrum Integration,Scenario 2 (100 Mbps),Oostzaan,-4482.30375
Hybrid,Scenario 3 (300 Mbps),Oostzaan,-14831.06895
Small Cells,Scenario 3 (300 Mbps),Oostzaan,-15015.37905
Spectrum Integration,Scenario 3 (300 Mbps),Oostzaan,-14831.06895
Hybrid,Scenario 1 (30 Mbps),Opmeer,-1021.2912
Small Cells,Scenario 1 (30 Mbps),Opmeer,-1237.46508
Spectrum Integration,Scenario 1 (30 Mbps),Opmeer,-1021.2912
Hybrid,Scenario 2 (100 Mbps),Opmeer,-5298.33222
Small Cells,Scenario 2 (100 Mbps),Opmeer,-5514.5061
Spectrum Integration,Scenario 2 (100 Mbps),Opmeer,-5298.33222
Hybrid,Scenario 3 (300 Mbps),Opmeer,-17518.44942
Small Cells,Scenario 3 (300 Mbps),Opmeer,-17734.6233
Spectrum Integration,Scenario 3 (300 Mbps),Opmeer,-17518.44942
Hybrid,Scenario 1 (30 Mbps),Opsterland,-1459.40289
Small Cells,Scenario 1 (30 Mbps),Opsterland,-2220.03783
Spectrum Integration,Scenario 1 (30 Mbps),Opsterland,-1459.40289
Hybrid,Scenario 2 (100 Mbps),Opsterland,-11529.05241
Small Cells,Scenario 2 (100 Mbps),Opsterland,-12289.68735
Spectrum Integration,Scenario 2 (100 Mbps),Opsterland,-11529.05241
Hybrid,Scenario 3 (300 Mbps),Opsterland,-40299.47961
Small Cells,Scenario 3 (300 Mbps),Opsterland,-41060.11455
Spectrum Integration,Scenario 3 (300 Mbps),Opsterland,-40299.47961
Hybrid,Scenario 1 (30 Mbps),Oss,93791.89242
Small Cells,Scenario 1 (30 Mbps),Oss,91860.18748
Spectrum Integration,Scenario 1 (30 Mbps),Oss,-7908.116205
Hybrid,Scenario 2 (100 Mbps),Oss,134291.5671
Small Cells,Scenario 2 (100 Mbps),Oss,132600.2008
Spectrum Integration,Scenario 2 (100 Mbps),Oss,-45682.59337
Hybrid,Scenario 3 (300 Mbps),Oss,90416.72355
Small Cells,Scenario 3 (300 Mbps),Oss,89556.45355
Spectrum Integration,Scenario 3 (300 Mbps),Oss,-155088.079
Hybrid,Scenario 1 (30 Mbps),Oud-Beijerland,20964.35817
Small Cells,Scenario 1 (30 Mbps),Oud-Beijerland,20439.56653
Spectrum Integration,Scenario 1 (30 Mbps),Oud-Beijerland,-2670.150876
Hybrid,Scenario 2 (100 Mbps),Oud-Beijerland,10577.26091
Small Cells,Scenario 2 (100 Mbps),Oud-Beijerland,10156.02035
Spectrum Integration,Scenario 2 (100 Mbps),Oud-Beijerland,-13412.25064
Hybrid,Scenario 3 (300 Mbps),Oud-Beijerland,1.18E-12
Small Cells,Scenario 3 (300 Mbps),Oud-Beijerland,0
Spectrum Integration,Scenario 3 (300 Mbps),Oud-Beijerland,-44103.96424
Hybrid,Scenario 1 (30 Mbps),Oude IJsselstreek,57259.74958
Small Cells,Scenario 1 (30 Mbps),Oude IJsselstreek,56639.41594
Spectrum Integration,Scenario 1 (30 Mbps),Oude IJsselstreek,-2184.621651
Hybrid,Scenario 2 (100 Mbps),Oude IJsselstreek,146757.0602
Small Cells,Scenario 2 (100 Mbps),Oude IJsselstreek,145393.8631
Spectrum Integration,Scenario 2 (100 Mbps),Oude IJsselstreek,-16535.91143
Hybrid,Scenario 3 (300 Mbps),Oude IJsselstreek,108671.1012
Small Cells,Scenario 3 (300 Mbps),Oude IJsselstreek,107444.5227
Spectrum Integration,Scenario 3 (300 Mbps),Oude IJsselstreek,-59662.06343
Hybrid,Scenario 1 (30 Mbps),Ouder-Amstel,25178.86306
Small Cells,Scenario 1 (30 Mbps),Ouder-Amstel,24823.71402
Spectrum Integration,Scenario 1 (30 Mbps),Ouder-Amstel,-1320.434964
Hybrid,Scenario 2 (100 Mbps),Ouder-Amstel,19456.07393
Small Cells,Scenario 2 (100 Mbps),Ouder-Amstel,19220.40692
Spectrum Integration,Scenario 2 (100 Mbps),Ouder-Amstel,-7452.842364
Hybrid,Scenario 3 (300 Mbps),Ouder-Amstel,7212.437931
Small Cells,Scenario 3 (300 Mbps),Ouder-Amstel,6976.770915
Spectrum Integration,Scenario 3 (300 Mbps),Ouder-Amstel,-24974.00636
Hybrid,Scenario 1 (30 Mbps),Oudewater,22832.14335
Small Cells,Scenario 1 (30 Mbps),Oudewater,22606.72273
Spectrum Integration,Scenario 1 (30 Mbps),Oudewater,-802.365696
